DEV ID;National ID;Letter ID;Full Name;Short Name;Tier;Class;Type;Price (Credits);Price (XP);Price (Gold);Restoration Price (Credits);Restorarion Price (Gold);Sale Price (Credits);Sale Price (Gold)
18241;71;F116;Bat.-Châtillon Bourrasque;B-C Bourrasque;VIII;Medium;Collector;-;-;7.500;-;7.500;-;3.750
16193;63;F73;M4A1 Revalorisé;M4A1 Rev.;VIII;Medium;Collector;-;-;7.500;-;7.500;-;3.750
3137;12;F08;AMX 50 100;AMX 50 100;VIII;Heavy;Tech Tree;2.552.500;81.000;-;-;-;1.276.250;-
16705;65;F74;AMX M4 mle. 49;AMX M4 49;VIII;Heavy;Premium;-;-;7.500;3.000.000;-;1.500.000;-
22081;87;F140;Sentinelle;Sentinelle;VIII;Heavy;Collector;-;-;7.500;-;7.500;-;3.750
17729;69;F84;Somua SM;Somua SM;VIII;Heavy;Collector;-;-;7.500;-;7.500;-;3.750
12097;47;F36;AMX AC mle. 48;AMX AC 48;VIII;TD;Tech Tree;2.570.000;70.000;-;-;-;1.285.000;-
18753;73;F89;AMX Canon d'assaut 105;AMX CDA 105;VIII;TD;Collector;-;-;7.500;-;7.500;-;3.750
5185;20;F16;AMX 13 75;AMX 13 75;VII;Light;Tech Tree;1.345.000;67.000;-;-;-;672.500;-
16449;64;F69;AMX 13 57;AMX 13 57;VII;Light;Collector;-;-;5.000;-;5.000;-;2.500
21313;83;F126;AMX 13 M24;AMX 13 M24;VII;Medium;Tech Tree;1.400.000;65.800;-;-;-;700.000;-
6977;27;F07;AMX M4 mle. 45;AMX M4 45;VII;Heavy;Tech Tree;1.395.000;47.590;-;-;-;697.500;-
10817;42;F35;AMX AC mle. 46;AMX AC 46;VII;TD;Tech Tree;1.350.000;58.500;-;-;-;675.000;-
6465;25;F15;AMX 12 t;AMX 12 t;VI;Light;Tech Tree;875.000;25.000;-;-;-;437.500;-
19009;74;-;AMXmas;AMXmas;VI;Light;Collector;-;-;500;-;1.000;-;500
17985;70;F113;Bretagne Panther;Bretagne Panther;VI;Medium;Premium;-;-;2.900;1.160.000;-;580.000;-
2625;10;F06;ARL 44;ARL 44;VI;Heavy;Tech Tree;925.000;25.000;-;-;-;462.500;-
17217;67;-;Eraser BP44;Eraser BP44;VI;Heavy;Collector;-;-;500;-;1.000;-;500
11585;45;F34;ARL V39;ARL V39;VI;TD;Tech Tree;900.000;25.000;-;-;-;450.000;-
20289;79;F34;Pirate;Pirate;VI;TD;Collector;-;-;500;-;1.000;-;500
19265;75;-;Charles;Charles;VI;TD;Collector;-;-;500;-;1.000;-;500
14145;55;F62;AMX ELC bis;AMX ELC bis;V;Light;Tech Tree;400.000;10.500;-;-;-;200.000;-
6721;26;F05;BDR G1 B;BDR G1 B;V;Heavy;Tech Tree;400.000;10.500;-;-;-;200.000;-
20545;80;F11;Renault G1;Renault G1;V;Heavy;Collector;-;-;250;-;500;-;250
10049;39;F33;S35 CA;S35 CA;V;TD;Tech Tree;400.000;7.000;-;-;-;200.000;-
2881;11;F14;AMX 40;AMX 40;IV;Medium;Collector;-;-;100;-;200;-;100
1089;4;F04;B1;B1;IV;Heavy;Tech Tree;85.000;2.500;-;-;-;42.500;-
9793;38;F32;Somua SAu 40;SAu 40;IV;TD;Tech Tree;85.000;2.500;-;-;-;42.500;-
321;1;F03;D2;D2;III;Heavy;Tech Tree;6.000;700;-;-;-;3.000;-
8257;32;F52;Renault UE 57;UE 57;III;TD;Collector;-;-;50;-;100;-;50
2369;9;F27;FCM 36 Pak 40;FCM 36 Pak 40;III;TD;Collector;-;-;950;-;1.900;-;950
1601;6;F02;D1;D1;II;Light;Collector;-;-;25;-;50;-;25
5953;23;F13;AMX 38;AMX 38;II;Medium;Tech Tree;1.200;210;-;-;-;600;-
7745;30;F30;Renault FT AC;FT AC;II;TD;Collector;-;-;25;-;50;-;25
577;2;F01;Renault FT;FT;I;Light;Tech Tree;0;0;-;-;-;0;-
15937;62;F49;Renault R35;R35;I;Medium;Tech Tree;0;550;-;-;-;0;-
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
