DEV ID;National ID;Letter ID;Full Name;Short Name;Tier;Class;Type;Price (Credits);Price (XP);Price (Gold);Restoration Price (Credits);Restorarion Price (Gold);Sale Price (Credits);Sale Price (Gold)
23633;92;GB116;A25 Harry Hopkins I;A25 Harry Hopkins I;V;Medium;Collector;-;-;2.500;-;2.500;-;1.250
1617;6;-;Sherman V;Sherman V;V;Medium;Collector;-;-;250;-;500;-;250
2897;11;GB08;Churchill I;Churchill I;V;Heavy;Tech Tree;400.000;10.500;-;-;-;200.000;-
54353;212;GB51;Excelsior;Excelsior;V;Heavy;Premium;-;-;2.500;1.000.000;-;500.000;-
8785;34;GB73;AT 2;AT 2;V;TD;Tech Tree;400.000;7.000;-;-;-;200.000;-
64593;252;GB44;Angry Connor;Angry Connor;V;TD;Premium;-;-;3.500;1.400.000;-;700.000;-
6481;25;GB60;Covenanter;Covenanter;IV;Light;Collector;-;-;100;-;200;-;100
4945;19;GB04;Valentine Mk. IX;Valentine Mk. IX;IV;Light;Collector;-;-;100;-;200;-;100
64849;253;-;AC 1 Sentinel;AC 1 Sentinel;IV;Medium;Collector;-;-;1.000;-;2.000;-;1.000
849;3;GB07;Matilda;Matilda;IV;Heavy;Tech Tree;85.000;2.500;-;-;-;42.500;-
9041;35;GB57;Alecto;Alecto;IV;TD;Tech Tree;85.000;2.500;-;-;-;42.500;-
7505;29;GB59;Cruiser Mk. IV;Cruiser IV;III;Medium;Tech Tree;6.000;700;-;-;-;3.000;-
2385;9;GB06;Vickers Medium Mk. III;Medium III;III;Medium;Collector;-;-;50;-;100;-;50
8017;31;GB42;Valentine AT;Valentine AT;III;TD;Collector;-;-;50;-;100;-;50
54865;214;GB76;Light Mk. VIC;Light VIC;II;Light;Collector;-;-;750;-;1.500;-;750
5201;20;GB03;Cruiser Mk. I;Cruiser I;II;Light;Collector;-;-;25;-;50;-;25
7761;30;GB58;Cruiser Mk. III;Cruiser III;II;Medium;Tech Tree;1.200;210;-;-;-;600;-
337;1;GB05;Vickers Medium Mk. II;Medium II;II;Medium;Collector;-;-;25;-;50;-;25
8273;32;GB39;Universal Carrier 2-pdr;UC 2-pdr;II;TD;Collector;-;-;25;-;50;-;25
6993;27;GB69;Cruiser Mk. II;Cruiser II;I;Light;Tech Tree;0;0;-;-;-;0;-
81;0;GB01;Vickers Medium Mk. I;Medium I;I;Medium;Tech Tree;0;0;-;-;-;0;-
64081;250;-;Mk I* Heavy Tank;Mk I* Heavy Tank;I;Heavy;Premium;-;-;5;2.000;-;1.000;-
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
