DEV ID;National ID;Letter ID;Full Name;Short Name;Tier;Class;Type;Price (Credits);Price (XP);Price (Gold);Restoration Price (Credits);Restorarion Price (Gold);Sale Price (Credits);Sale Price (Gold)
15473;60;Oth50;Endurance;Endurance;VII;Light;Collector;-;-;5.000;-;5.000;-;2.500
6001;23;Oth19;Y5 ELC bis;Y5 ELC bis;VII;Medium;Premium;-;-;5.000;2.000.000;-;1.000.000;-
4465;17;Oth12;Hafen;Hafen;VII;Medium;Premium;-;-;4.900;1.960.000;-;980.000;-
881;3;-;Edelweiss;Edelweiss;VII;Medium;Premium;-;-;4.900;1.960.000;-;980.000;-
63601;248;-;Dracula;Dracula;VII;Medium;Collector;-;-;5.000;-;5.000;-;2.500
18033;70;Oth72;Hazard I;Hazard I;VII;Medium;Collector;-;-;5.000;-;1.000;-;500
14961;58;Oth49;Mutant;Mutant;VII;Medium;Collector;-;-;5.000;-;5.000;-;2.500
11377;44;Oth39;Basilisk;Basilisk;VII;Medium;Collector;-;-;5.000;-;1.000;-;500
10609;41;Oth36;Magnate;Magnate;VII;Medium;Collector;-;-;5.000;-;1.000;-;500
6257;24;Oth20;M4/FL10;M4/FL10;VII;Medium;Collector;-;-;5.000;-;5.000;-;2.500
13937;54;Oth64;AC-07 Rebelde;AC Rebelde;VII;Heavy;Tech Tree;1.490.000;63.000;-;-;-;745.000;-
21105;82;Oth83;AC-07V Merope;AC-07V Merope;VII;Heavy;Collector;-;-;3.500;-;3.500;-;1.750
17521;68;Oth70;Lightbringer;Lightbringer;VII;Heavy;Collector;-;-;5.000;-;5.000;-;2.500
16497;64;Oth66;E-10;E-10;VII;Heavy;Collector;-;-;5.000;-;1.000;-;500
16241;63;Oth53;Rammer;Rammer;VII;Heavy;Collector;-;-;5.000;-;5.000;-;2.500
11633;45;Oth42;Forest Witch;Forest Witch;VII;Heavy;Collector;-;-;5.000;-;5.000;-;2.500
10353;40;Oth34;Pharaoh;Pharaoh;VII;Heavy;Collector;-;-;5.000;-;5.000;-;2.500
8305;32;Oth28;Titan H-Nd;Titan H-Nd;VII;Heavy;Collector;-;-;5.000;-;5.000;-;2.500
7793;30;Oth25;Annihilator;Annihilator;VII;Heavy;Collector;-;-;5.000;-;5.000;-;2.500
7281;28;Oth23;Lycan;Lycan;VII;Heavy;Collector;-;-;5.000;-;5.000;-;2.500
7025;27;Oth22;Vulcan;Vulcan;VII;Heavy;Collector;-;-;5.000;-;5.000;-;2.500
5233;20;Oth16;Smasher;Smasher;VII;Heavy;Collector;-;-;5.600;-;5.000;-;2.500
4721;18;Oth14;Gravedigger;Gravedigger;VII;Heavy;Collector;-;-;2.500;-;5.000;-;2.500
3697;14;Oth06;Lupus;Lupus;VII;Heavy;Collector;-;-;5.000;-;5.000;-;2.500
1393;5;-;Nameless;Nameless;VII;Heavy;Collector;-;-;5.000;-;5.000;-;2.500
1137;4;Oth09;Predator Ultramarines;Predator UM;VII;Heavy;Collector;-;-;5.000;-;5.000;-;2.500
2161;8;-;WZ 135G FT Blaze;WZ Blaze;VII;TD;Premium;-;-;5.000;2.000.000;-;1.000.000;-
1649;6;-;Helsing;Helsing;VII;TD;Premium;-;-;4.900;1.960.000;-;980.000;-
14193;55;Oth46;Silencer;Silencer;VII;TD;Collector;-;-;5.000;-;1.000;-;500
113;0;Oth08;Vindicator Ultramarines;Vindicator UM;VII;TD;Collector;-;-;5.000;-;5.000;-;2.500
9841;38;Oth33;Rover;Rover;VI;Light;Collector;-;-;500;-;1.000;-;500
8561;33;Oth27;Titan T24 57;Titan T24 57;VI;Light;Collector;-;-;500;-;1.000;-;500
5745;22;Oth18;Y5 Firefly;Y5 Firefly;VI;Medium;Premium;-;-;3.500;1.400.000;-;700.000;-
625;2;-;Stridsvagn 74A2;Strv 74A2;VI;Medium;Premium;-;-;3.000;1.200.000;-;600.000;-
13681;53;Oth63;AC-06 Ocelote;AC Ocelote;VI;Heavy;Tech Tree;900.000;25.000;-;-;-;450.000;-
15217;59;Oth65;AC-06V Forger;AC Forger;VI;Heavy;Premium;-;-;5.000;2.000.000;-;1.000.000;-
9329;36;Oth31;Titan-150;Titan-150;VI;Heavy;Collector;-;-;500;-;1.000;-;500
8817;34;Oth29;Titan Mk. I;Titan Mk. I;V;Light;Collector;-;-;250;-;500;-;250
5489;21;Oth17;Y5 T-34;Y5 T-34;V;Medium;Premium;-;-;2.500;1.000.000;-;500.000;-
8049;31;Oth26;Spike;Spike;V;Medium;Collector;-;-;250;-;500;-;250
4977;19;Oth15;Scavenger;Scavenger;V;Medium;Collector;-;-;250;-;500;-;250
13425;52;Oth62;AC-05 Highlander;AC Highlander;V;Heavy;Tech Tree;400.000;10.000;-;-;-;200.000;-
10097;39;Oth35;Medjay;Medjay;V;Heavy;Collector;-;-;250;-;500;-;250
7537;29;Oth24;Nightmare;Nightmare;V;TD;Collector;-;-;250;-;500;-;250
13169;51;Oth61;AC-04 Wedge;AC Wedge;IV;Heavy;Tech Tree;0;-;-;-;-;0;-
4209;16;Oth10;WarDuck;WarDuck;I;Medium;Event;1;-;-;-;-;0,5;-
