DEV ID;National ID;Letter ID;Full Name;Short Name;Tier;Class;Type;Price (Credits);Price (XP);Price (Gold);Restoration Price (Credits);Restorarion Price (Gold);Sale Price (Credits);Sale Price (Gold)
6961;27;Ch39;WZ-120-1G FT;WZ-120-1G FT;VIII;TD;Premium;-;-;7.500;3.000.000;-;1.500.000;-
3377;13;Ch16;WZ-131;WZ-131;VII;Light;Tech Tree;1.420.000;62.200;-;-;-;710.000;-
65329;255;Ch02;Type 62;Type 62;VII;Light;Premium;-;-;5.500;2.200.000;-;1.100.000;-
8753;34;Ch42;M41D;M41D;VII;Light;Premium;-;-;5.300;2.120.000;-;1.060.000;-
1073;4;Ch04;T-34-1;T-34-1;VII;Medium;Tech Tree;1.400.000;57.820;-;-;-;700.000;-
11313;44;-;Type 58 50-08;Type 58 50-08;VII;Medium;Collector;-;-;500;-;1.000;-;500
12337;48;Ch51;BZ-58;BZ-58;VII;Heavy;Tech Tree;1.450.000;64.000;-;-;-;725.000;-
3633;14;Ch10;IS-2;IS-2;VII;Heavy;Tech Tree;1.450.000;61.360;-;-;-;725.000;-
7473;29;Ch35;T-34-2G FT;T-34-2G FT;VII;TD;Tech Tree;1.440.000;48.200;-;-;-;720.000;-
4913;19;Ch15;59-16;59-16;VI;Light;Tech Tree;920.000;24.700;-;-;-;460.000;-
10545;41;Ch15;Wind;Wind;VI;Light;Collector;-;-;500;-;1.000;-;500
2609;10;Ch24;Type 64;Type 64;VI;Light;Collector;-;-;3.500;-;3.500;-;1.750
5169;20;Ch20;Type 58;Type 58;VI;Medium;Tech Tree;920.000;25.000;-;-;-;460.000;-
9265;36;-;Type 58;Type 58;VI;Medium;Collector;-;-;10;-;20;-;10
9009;35;-;Ox;Ox;VI;Medium;Collector;-;-;500;-;1.000;-;500
7729;30;Ch34;WZ-131G FT;WZ-131G FT;VI;TD;Tech Tree;910.000;23.700;-;-;-;455.000;-
10801;42;Ch34;Panlong;Panlong;VI;TD;Collector;-;-;500;-;1.000;-;500
4657;18;Ch21;Type T-34;Type T-34;V;Medium;Tech Tree;400.000;7.000;-;-;-;200.000;-
3121;12;Ch09;M5A1 Stuart;M5A1 Stuart;IV;Light;Tech Tree;85.000;2.500;-;-;-;42.500;-
4401;17;Ch08;Type 2597 Chi-Ha;Chi-Ha;III;Medium;Tech Tree;6.000;700;-;-;-;3.000;-
6705;26;-;LT vz. 38;LT vz. 38;II;Light;Tech Tree;1.200;210;-;-;-;600;-
2353;9;Ch07;Vickers Mk. E Type B;VAE Type B;I;Light;Tech Tree;0;0;-;-;-;0;-
1329;5;Ch06;Renault NC-31;NC-31;I;Light;Tech Tree;0;0;-;-;-;0;-
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
