DEV ID;National ID;Letter ID;Full Name;Short Name;Tier;Class;Type;Price (Credits);Price (XP);Price (Gold);Restoration Price (Credits);Restorarion Price (Gold);Sale Price (Credits);Sale Price (Gold)
63585;248;G04;Tiger Kuromorimine SP;Tiger Kuromorimine SP;VI;Heavy;Collector;-;-;1.200;-;2.400;-;1.200
7265;28;J29;Ferrum;Ferrum;VI;Heavy;Collector;-;-;500;-;1.000;-;500
1377;5;J08;Type 3 Chi-Nu;Chi-Nu;V;Medium;Tech Tree;400.000;7.000;-;-;-;200.000;-
65377;255;J12;Type 3 Chi-Nu Kai;Chi-Nu Kai;V;Medium;Premium;-;-;2.100;840.000;-;420.000;-
63841;249;G81;Panzer IV Ankou Special;Pz. IV Ankou SP;V;Medium;Collector;-;-;1.200;-;2.400;-;1.200
5473;21;J30;Mitsu 108;Mitsu 108;V;Heavy;Tech Tree;400.000;7.000;-;-;-;200.000;-
2913;11;J06;Type 5 Ke-Ho;Ke-Ho;IV;Light;Collector;-;-;100;-;200;-;100
1633;6;J09;Type 1 Chi-He;Chi-He;IV;Medium;Tech Tree;85.000;2.500;-;-;-;42.500;-
52065;203;G09;Hetzer Kamesan SP;Hetzer Kamesan SP;IV;TD;Collector;-;-;1.200;-;2.400;-;1.200
51809;202;J05;Type 98 Ke-Ni Otsu;Ke-Ni Otsu;III;Light;Premium;-;-;950;380.000;-;190.000;-
2401;9;J04;Type 98 Ke-Ni;Ke-Ni;III;Light;Collector;-;-;50;-;100;-;50
2145;8;J07;Type 97 Chi-Ha;Chi-Ha;III;Medium;Tech Tree;6.000;700;-;-;-;3.000;-
353;1;J15;Chi-Ni;Chi-Ni;II;Medium;Tech Tree;1.200;210;-;-;-;600;-
865;3;J03;Type 95 Ha-Go;Ha-Go;I;Light;Tech Tree;0;560;-;-;-;-;-
609;2;J01;Renault Otsu;R. Otsu;I;Light;Tech Tree;0;0;-;-;-;0;-
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
