DEV ID;National ID;Letter ID;Full Name;Short Name;Tier;Class;Type;Price (Credits);Price (XP);Price (Gold);Restoration Price (Credits);Restorarion Price (Gold);Sale Price (Credits);Sale Price (Gold)
26641;104;G154;Kampfpanzer 07 RH;Kpz 07 RH;VIII;Medium;Collector;-;-;7.500;-;7.500;-;3.750
24337;95;G142;M48A2 Räumpanzer;M48A2 Räumpanzer;VIII;Medium;Collector;-;-;7.500;-;7.500;-;3.750
20497;80;G115;VK 100.01 (P);VK 100.01 (P);VIII;Heavy;Tech Tree;2.450.000;78.500;-;-;-;1.225.000;-
10513;41;G67;VK 45.02 (P) Ausf. A;VK 45.02 A;VIII;Heavy;Tech Tree;2.435.000;90.000;-;-;-;1.217.500;-
5137;20;G16;Tiger II;Tiger II;VIII;Heavy;Tech Tree;2.450.000;108.000;-;-;-;1.225.000;-
54289;212;G51;Löwe;Löwe;VIII;Heavy;Premium;-;-;7.500;3.000.000;-;1.500.000;-
24593;96;-;Keiler;Keiler;VIII;Heavy;Collector;-;-;7.500;-;7.500;-;3.750
21521;84;-;E 75 TS;E 75 TS;VIII;Heavy;Collector;-;-;7.500;-;7.500;-;3.750
21265;83;G138;VK 168.01 (P);VK 168.01 (P);VIII;Heavy;Collector;-;-;7.500;-;7.500;-;3.750
16657;65;G99;Rhm.-Borsig Waffenträger;Rhm.-B. WT;VIII;TD;Tech Tree;2.400.000;71.000;-;-;-;1.200.000;-
11537;45;G71;Jagdpanther II;JPanther II;VIII;TD;Tech Tree;2.570.000;77.500;-;-;-;1.285.000;-
7697;30;G37;Ferdinand;Ferdinand;VIII;TD;Tech Tree;2.570.000;150.000;-;-;-;1.285.000;-
64273;251;G65;Snowstorm Jagdtiger 8.8;JgTig.8,8 cm (2015);VIII;TD;Premium;-;-;7.400;2.960.000;.;1.480.000;-
55313;216;G65;8,8 cm Pak 43 Jagdtiger;JgTig.8,8 cm;VIII;TD;Premium;-;-;7.400;2.960.000;-;1.480.000;-
25873;101;G148;Elefant;Elefant;VIII;TD;Collector;-;-;7.500;-;7.500;-;3.750
22545;88;G112;Kanonenjagdpanzer 105;Kanonenjagdpanzer;VIII;TD;Collector;-;-;7.500;-;7.500;-;3.750
19985;78;G114;Rheinmetall Skorpion G;Skorpion G;VIII;TD;Collector;-;-;7.500;-;7.500;-;3.750
18961;74;G113;Spähpanzer SP I C;SP I C;VII;Light;Tech Tree;1.360.000;50.830;-;-;-;680.000;-
27153;106;G85;Aufklärungspanzer Panther;Aufkl. Panther;VII;Light;Collector;-;-;5.000;-;5.000;-;2.500
23057;90;G147;Kunze Panzer;Kunze Panzer;VII;Light;Collector;-;-;5.000;-;5.000;-;2.500
4113;16;G24;VK 30.02 (D);VK 30.02 D;VII;Medium;Tech Tree;1.369.000;55.220;-;-;-;684.500;-
1297;5;G03;Panther I;Panther;VII;Medium;Tech Tree;1.380.000;50.500;-;-;-;690.000;-
57617;225;G78;Panther/M10;Panther/M10;VII;Medium;Collector;-;-;5.000;-;5.000;-;2.500
10769;42;G57;Tiger (P);Tiger (P);VII;Heavy;Tech Tree;1.395.000;53.220;-;-;-;697.500;-
529;2;G04;Tiger I;Tiger I;VII;Heavy;Tech Tree;1.390.000;45.050;-;-;-;695.000;-
64017;250;S01;Tankenstein;Tankenstein;VII;Heavy;Collector;-;-;5.000;-;5.000;-;2.500
62993;246;G118;VK 45.03;VK 45.03;VII;Heavy;Collector;-;-;5.000;-;5.000;-;2.500
26385;103;-;Tiger Frontline;Tiger Frontline;VII;Heavy;Collector;-;-;500;-;1.000;-;500
11025;43;G43;Sturer Emil;St. Emil;VII;TD;Tech Tree;1.300.000;43.400;-;-;-;650.000;-
3857;15;G18;Jagdpanther;JPanther;VII;TD;Tech Tree;1.345.000;60.500;-;-;-;672.500;-
64529;252;G48;E 25;E 25;VII;TD;Premium;-;-;7.300;2.920.000;-;1.460.000;-
23825;93;G109;Krupp-Steyr Waffenträger;Steyr WT;VII;TD;Collector;-;-;5.000;-;5.000;-;2.500
10001;39;G66;VK 28.01;VK 28.01;VI;Light;Tech Tree;945.000;30.000;-;-;-;472.500;-
22033;86;-;Agent;Agent;VI;Light;Collector;-;-;500;-;1.000;-;500
14097;55;G87;VK 30.01 (D);VK 30.01 D;VI;Medium;Tech Tree;910.000;30.000;-;-;-;455.000;-
7185;28;G27;VK 30.01 (P);VK 30.01 P;VI;Medium;Tech Tree;920.000;25.000;-;-;-;460.000;-
57361;224;G77;Pz.Kpfw. IV Schmalturm;Pz. IV S.;VI;Medium;Premium;-;-;3.500;1.400.000;-;700.000;-
24081;94;-;U-Panzer;U-Panzer;VI;Medium;Collector;-;-;500;-;1.000;-;500
15889;62;G96;VK 30.02 (M);VK 30.02 M;VI;Medium;Collector;-;-;500;-;1.000;-;500
2321;9;G15;VK 36.01 (H);VK 36.01 H;VI;Heavy;Tech Tree;935.000;25.000;-;-;-;467.500;-
25105;98;-;Barkhan;Barkhan;VI;Heavy;Collector;-;-;500;-;1.000;-;500
22801;89;-;Icebreaker;Icebreaker;VI;Heavy;Collector;-;-;500;-;1.000;-;500
22289;87;-;Tiger I;Tiger I;VI;Heavy;Collector;-;-;10;-;20;-;10
19729;77;G136;Tiger 131;Tiger 131;VI;Heavy;Collector;-;-;3.500;-;3.500;-;1.750
11793;46;G40;Nashorn;Nashorn;VI;TD;Tech Tree;905.000;25.000;-;-;-;452.500;-
1553;6;G17;Jagdpanzer IV;Jg.Pz. IV;VI;TD;Tech Tree;910.500;35.000;-;-;-;455.250;-
57105;223;G41;Dicker Max;Dicker Max;VI;TD;Collector;-;-;3.500;-;3.500;-;1.750
26129;102;-;Epsilon;Epsilon;VI;TD;Collector;-;-;500;-;1.000;-;500
24849;97;-;Kryos;Kryos;VI;TD;Collector;-;-;500;-;1.000;-;500
5393;21;G26;VK 16.02 Leopard;Leopard;V;Light;Tech Tree;400.000;13.150;-;-;-;200.000;-
17;0;G79;Pz.Kpfw. IV Ausf. G;Pz. IV G;V;Medium;Tech Tree;400.000;7.850;-;-;-;200.000;-
54545;213;G46;T-25;T-25;V;Medium;Premium;-;-;2.100;840.000;-;420.000;-
51473;201;G32;Pz.Kpfw. V/IV;Pz. V/IV;V;Medium;Premium;-;-;2.400;960.000;-;480.000;-
19473;76;-;Krupp-38(D);Krupp-38(D);V;Medium;Premium;-;-;2.400;960.000;-;480.000;-
55057;215;G70;Pz.Kpfw. IV hydrostat.;Pz. IV hydr.;V;Medium;Collector;-;-;2.400;-;4.800;-;2.400
23569;92;-;Pz. IV Gargoyle;Pz. IV Gargoyle;V;Medium;Collector;-;-;250;-;500;-;250
6417;25;G28;Pz.Kpfw. III/IV;Pz. III/IV;V;Medium;Collector;-;-;250;-;500;-;250
2577;10;G13;VK 30.01 (H);VK 30.01 H;V;Heavy;Collector;-;-;250;-;500;-;250
1041;4;G05;StuG III Ausf. G;StuG III G;V;TD;Tech Tree;400.000;7.000;-;-;-;200.000;-
16145;63;G76;Pz.Sfl. IVc;Pz.Sfl. IVc;V;TD;Collector;-;-;250;-;500;-;250
8209;32;G52;Pz.Kpfw. 38 (t) n.A.;Pz. 38 nA;IV;Light;Collector;-;-;100;-;200;-;100
6161;24;G25;Pz.Kpfw. II Luchs;Luchs;IV;Light;Collector;-;-;100;-;200;-;100
17425;68;G80;Pz.Kpfw. IV Ausf. D;Pz. IV D;IV;Medium;Tech Tree;85.000;2.500;-;-;-;42.500;-
52241;204;G35;Pz.Kpfw. B2 740 (f);Pz. B2;IV;Heavy;Collector;-;-;1.500;-;3.000;-;1.500
13329;52;G90;Durchbruchswagen 2;D.W. 2;IV;Heavy;Collector;-;-;100;-;200;-;100
1809;7;G09;Hetzer;Hetzer;IV;TD;Tech Tree;85.000;2.500;-;-;-;42.500;-
54801;214;G50;T-15;T-15;III;Light;Collector;-;-;950;-;1.900;-;950
51729;202;G36;Pz.Kpfw. II Ausf. J;Pz. II J;III;Light;Collector;-;-;1.000;-;2.000;-;1.000
13073;51;G82;Pz.Kpfw. II Ausf. G;Pz. II G;III;Light;Collector;-;-;50;-;100;-;50
4881;19;G14;Pz.Kpfw. III Ausf. A;Pz. III A;III;Light;Collector;-;-;50;-;100;-;50
3345;13;G08;Pz.Kpfw. 38 (t);Pz. 38 (t);III;Light;Collector;-;-;50;-;100;-;50
4369;17;G10;Pz.Kpfw. III;Pz. III;III;Medium;Tech Tree;6.000;700;-;-;-;3.000;-
51985;203;G34;Pz.Kpfw. S35 739 (f);Pz. S35;III;Medium;Collector;-;-;1.200;-;2.400;-;1.200
17169;67;G83;Pz.Kpfw. IV Ausf. A;Pz. IV A;III;Medium;Collector;-;-;50;-;100;-;50
59665;233;G100;Großtraktor - Krupp;Großtraktor;III;Heavy;Collector;-;-;1.200;-;2.400;-;1.200
6673;26;G20;Marder II;Marder II;III;TD;Collector;-;-;50;-;100;-;50
785;3;G07;Pz.Kpfw. 35 (t);Pz. 35 (t);II;Light;Tech Tree;1.200;500;-;-;-;600;-
52497;205;G33;Pz.Kpfw. 38H 735 (f);Pz. 38H;II;Light;Collector;-;-;750;-;1.500;-;750
3601;14;G21;Panzerjäger I;Pz.Jäg. I;II;TD;Collector;-;-;25;-;50;-;25
2065;8;G06;Pz.Kpfw. II;Pz. II;I;Light;Tech Tree;0;430;-;-;-;0;-
3089;12;G12;Leichttraktor;L.Tr.;I;Light;Tech Tree;0;0;-;-;-;0;-
