DEV ID;National ID;Letter ID;Full Name;Short Name;Tier;Class;Type;Price (Credits);Price (XP);Price (Gold);Restoration Price (Credits);Restorarion Price (Gold);Sale Price (Credits);Sale Price (Gold)
10241;40;R74;SU-100M1;SU-100M1;VII;TD;Tech Tree;1.365.000;48.200;-;-;-;682.500;-
2305;9;R18;SU-152;SU-152;VII;TD;Tech Tree;1.305.000;49.500;-;-;-;652.500;-
59649;233;R116;ISU-122S;ISU-122S;VII;TD;Premium;-;-;4.900;1.960.000;-;980.000;-
55297;216;R89;SU-122-44;SU-122-44;VII;TD;Premium;-;-;5.100;2.040.000;-;1.020.000;-
16641;65;R101;MT-25;MT-25;VI;Light;Tech Tree;880.000;31.000;-;-;-;440.000;-
2561;10;R07;T-34-85;T-34-85;VI;Medium;Tech Tree;915.000;29.000;-;-;-;457.500;-
64257;251;R07;T-34-85 Victory;T-34-85 Victory;VI;Medium;Premium;-;-;3.500;1.400.000;-;700.000;-
19713;77;R140;Loza's M4-A2 Sherman;Loza's Sherman;VI;Medium;Premium;-;-;3.100;1.240.000;-;620.000;-
22785;89;-;Triumphant;Triumphant;VI;Medium;Collector;-;-;500;-;1.000;-;500
22017;86;-;T-34-85;T-34-85;VI;Medium;Collector;-;-;10;-;20;-;10
10497;41;R77;KV-2;KV-2;VI;Heavy;Tech Tree;920.000;30.000;-;-;-;460.000;-
2817;11;R13;KV-1S;KV-1S;VI;Heavy;Tech Tree;900.000;30.000;-;-;-;450.000;-
23297;91;R160;Object 244;Object 244;VI;Heavy;Collector;-;-;3.500;-;3.500;-;1.750
21249;83;-;Thunder;Thunder;VI;Heavy;Collector;-;-;500;-;1.000;-;500
11265;44;R72;T-150;T-150;VI;Heavy;Collector;-;-;500;-;1.000;-;500
3585;14;R17;SU-100;SU-100;VI;TD;Tech Tree;908.900;25.000;-;-;-;454.450;-
54785;214;R49;SU-100Y;SU-100Y;VI;TD;Collector;-;-;3.500;-;3.500;-;1.750
1;0;R04;T-34;T-34;V;Medium;Tech Tree;400.000;11.000;-;-;-;200.000;-
51457;201;R32;Matilda IV;Matilda IV;V;Medium;Premium;-;-;2.400;960.000;-;480.000;-
23041;90;R154;T-34 shielded;T-34 shielded;V;Medium;Premium;-;-;500;200.000;-;100.000;-
11777;46;R80;KV-1;KV-1;V;Heavy;Tech Tree;400.000;10.000;-;-;-;200.000;-
51713;202;R33;Churchill III;Churchill III;V;Heavy;Premium;-;-;2.400;960.000;-;480.000;-
51201;200;R38;KV-220 Beta-Test;KV-220 T;V;Heavy;Collector;-;-;2.500;-;5.000;-;2.500
257;1;R02;SU-85;SU-85;V;TD;Tech Tree;400.000;7.000;-;-;-;200.000;-
53761;210;R78;SU-85I;SU-85I;V;TD;Premium;-;-;2.500;1.000.000;-;500.000;-
2049;8;R12;A-20;A-20;IV;Light;Tech Tree;85.000;2.500;-;-;-;42.500;-
52481;205;R31;Valentine II;Valentine II;IV;Light;Collector;-;-;1.500;-;3.000;-;1.500
52993;207;R68;A-32;A-32;IV;Medium;Collector;-;-;1.450;-;2.900;-;1.450
1537;6;R06;T-28 mod. 1940;T-28 mod. 1940;IV;Medium;Collector;-;-;100;-;200;-;100
6913;27;R25;SU-85B;SU-85B;IV;TD;Tech Tree;85.000;2.500;-;-;-;42.500;-
769;3;R03;BT-7;BT-7;III;Light;Tech Tree;6.000;700;-;-;-;3.000;-
60929;238;R105;BT-7 artillery;BT-7 art.;III;Light;Collector;-;-;850;-;1.700;-;850
56577;221;R86;LTP;LTP;III;Light;Collector;-;-;850;-;1.700;-;850
53505;209;R56;T-127;T-127;III;Light;Collector;-;-;950;-;1.900;-;950
52737;206;R67;M3 Light;M3 Light;III;Light;Collector;-;-;850;-;1.700;-;850
52225;204;R34;BT-SV;BT-SV;III;Light;Collector;-;-;1.000;-;2.000;-;1.000
18689;73;R43;T-70/57;T-70/57;III;Light;Collector;-;-;850;-;1.700;-;850
3073;12;R22;T-46;T-46;III;Light;Collector;-;-;50;-;100;-;50
54273;212;R50;SU-76I;SU-76I;III;TD;Collector;-;-;1.000;-;2.000;-;1.000
6401;25;R24;SU-76;SU-76;III;TD;Collector;-;-;50;-;100;-;50
1025;4;R08;BT-2;BT-2;II;Light;Tech Tree;1.200;210;-;-;-;600;-
54529;213;R84;Tetrarch;Tetrarch;II;Light;Collector;-;-;700;-;1.400;-;700
23553;92;-;MS-1;MS-1;II;Light;Collector;-;-;25;-;50;-;25
5121;20;R10;AT-1;AT-1;II;TD;Collector;-;-;25;-;50;-;25
4609;18;R09;T-26;T-26;I;Light;Tech Tree;0;600;-;-;-;0;-
3329;13;R11;MS-1 mod. 1;MS-1 mod. 1;I;Light;Tech Tree;0;0;-;-;-;0;-
